species,country,ecomorph,svl,head.length,dewlap.size
sagrei,bahamas,trunk.ground,49.86,12.86,85.406
sagrei,bahamas,trunk.ground,49.87,13.2,135.936
sagrei,bahamas,trunk.ground,49.99,13.23,85.88
sagrei,bahamas,trunk.ground,50,12.8,118.125
sagrei,bahamas,trunk.ground,50.08,13.25,116.374
sagrei,bahamas,trunk.ground,50.14,13.11,102.868
sagrei,bahamas,trunk.ground,50.15,13.52,91.101
sagrei,bahamas,trunk.ground,50.31,13.81,142.245
sagrei,bahamas,trunk.ground,50.45,13.4,100.264
sagrei,bahamas,trunk.ground,50.65,13.52,131.649
sagrei,bahamas,trunk.ground,50.68,13.8,119.897
sagrei,bahamas,trunk.ground,50.76,13.26,100.94
sagrei,bahamas,trunk.ground,50.84,13.4,111.837
sagrei,bahamas,trunk.ground,50.86,13.15,106.119
sagrei,bahamas,trunk.ground,50.92,13.97,133.669
sagrei,bahamas,trunk.ground,51,13.79,111.407
sagrei,bahamas,trunk.ground,51.04,13.01,83.254
sagrei,bahamas,trunk.ground,51.04,13.32,110.868
sagrei,bahamas,trunk.ground,51.19,13.51,138.144
sagrei,bahamas,trunk.ground,51.25,13.15,101.961
sagrei,bahamas,trunk.ground,51.41,13.56,109.882
sagrei,bahamas,trunk.ground,51.45,13.52,122.775
sagrei,bahamas,trunk.ground,51.49,13.35,82.287
sagrei,bahamas,trunk.ground,51.54,13.02,114.259
sagrei,bahamas,trunk.ground,51.55,13.67,137.444
sagrei,bahamas,trunk.ground,51.55,13.67,134.659
sagrei,bahamas,trunk.ground,51.84,13.26,149.076
sagrei,bahamas,trunk.ground,51.88,13.6,133.814
sagrei,bahamas,trunk.ground,51.97,13.8,86.828
sagrei,bahamas,trunk.ground,52.26,13.65,109.957
sagrei,bahamas,trunk.ground,52.4,13.62,103.144
sagrei,bahamas,trunk.ground,52.49,14.01,142.072
sagrei,bahamas,trunk.ground,52.57,13.67,153.587
sagrei,bahamas,trunk.ground,52.86,13.3,83.903
sagrei,bahamas,trunk.ground,53.2,13.48,135.301
sagrei,bahamas,trunk.ground,55.67,14.63,130.093
smaragdinus,bahamas,trunk.crown,37.7,10.47,16.407
smaragdinus,bahamas,trunk.crown,41.59,11.47,33.6
smaragdinus,bahamas,trunk.crown,44.12,12.82,34.779
smaragdinus,bahamas,trunk.crown,44.64,12.75,21.405
smaragdinus,bahamas,trunk.crown,50.23,14.6,85.411
smaragdinus,bahamas,trunk.crown,50.73,14.9,73.709
smaragdinus,bahamas,trunk.crown,51.35,15.42,97.13
smaragdinus,bahamas,trunk.crown,51.43,15.67,78.464
smaragdinus,bahamas,trunk.crown,51.78,14.7,67.409
smaragdinus,bahamas,trunk.crown,52.27,15.03,93.979
smaragdinus,bahamas,trunk.crown,52.74,15.39,84.234
smaragdinus,bahamas,trunk.crown,53.53,16.53,123.624
smaragdinus,bahamas,trunk.crown,53.84,15.96,59.8
smaragdinus,bahamas,trunk.crown,53.93,15.55,73.463
smaragdinus,bahamas,trunk.crown,54.06,15.6,95.056
smaragdinus,bahamas,trunk.crown,54.11,16.32,90.748
smaragdinus,bahamas,trunk.crown,54.15,15.93,97.334
smaragdinus,bahamas,trunk.crown,54.34,15.95,79.292
smaragdinus,bahamas,trunk.crown,54.35,16.17,78.718
smaragdinus,bahamas,trunk.crown,54.61,16.25,53.327
smaragdinus,bahamas,trunk.crown,55.35,16.56,95.303
smaragdinus,bahamas,trunk.crown,55.51,15.66,63.05
smaragdinus,bahamas,trunk.crown,55.75,15.97,74.282
smaragdinus,bahamas,trunk.crown,55.79,16.27,86.613
smaragdinus,bahamas,trunk.crown,56.07,16.61,107.737
smaragdinus,bahamas,trunk.crown,56.13,16.87,86.098
smaragdinus,bahamas,trunk.crown,56.16,16.66,102.788
smaragdinus,bahamas,trunk.crown,56.68,17.09,90.68
smaragdinus,bahamas,trunk.crown,57.59,16.99,57.741
smaragdinus,bahamas,trunk.crown,58.26,17.13,89.501
smaragdinus,bahamas,trunk.crown,58.71,17.29,64.922
smaragdinus,bahamas,trunk.crown,59.06,17.81,81.949
valencienni,jamaica,twig,31.32,8.16,58.228
valencienni,jamaica,twig,42.87,11.17,65.217
valencienni,jamaica,twig,48.59,13.58,108.458
valencienni,jamaica,twig,51.32,14.88,153.311
valencienni,jamaica,twig,52.03,13.65,142.352
valencienni,jamaica,twig,52.47,14.88,136.989
valencienni,jamaica,twig,52.84,14.8,189.762
valencienni,jamaica,twig,54.18,14.56,191.288
valencienni,jamaica,twig,55.21,15.64,170.798
valencienni,jamaica,twig,56.63,15.71,255.812
valencienni,jamaica,twig,57.02,15.23,181.597
valencienni,jamaica,twig,57.57,15.53,210.05
valencienni,jamaica,twig,57.67,15.67,185.775
valencienni,jamaica,twig,60.32,15.48,165.279
valencienni,jamaica,twig,61.7,17.09,103.545
valencienni,jamaica,twig,62.59,16.11,276.817
valencienni,jamaica,twig,63.03,17.42,270.985
valencienni,jamaica,twig,65.08,17.59,311.229
valencienni,jamaica,twig,65.92,17.58,191.626
valencienni,jamaica,twig,66.01,17.73,203.208
valencienni,jamaica,twig,66.56,18.31,324.536
valencienni,jamaica,twig,66.69,18.76,300.039
valencienni,jamaica,twig,67.16,18.69,318.221
valencienni,jamaica,twig,67.72,18.68,409.293
valencienni,jamaica,twig,69.89,19,446.685
valencienni,jamaica,twig,70.05,20.18,333.737
valencienni,jamaica,twig,70.16,19.62,314.144
valencienni,jamaica,twig,71.3,19.83,348.265
valencienni,jamaica,twig,71.58,20.06,390.011
valencienni,jamaica,twig,72.47,20.17,373.99
valencienni,jamaica,twig,73.38,21.05,336.059
valencienni,jamaica,twig,73.71,20,466.783
valencienni,jamaica,twig,73.91,20.08,424.598
valencienni,jamaica,twig,73.94,19.98,443.5
valencienni,jamaica,twig,74.07,21.92,383.303
valencienni,jamaica,twig,74.42,20.44,417.171
valencienni,jamaica,twig,74.45,20.76,440.996
valencienni,jamaica,twig,74.6,20.23,394.302
valencienni,jamaica,twig,74.71,21.61,387.255
valencienni,jamaica,twig,74.93,20.72,391.078
valencienni,jamaica,twig,76.22,21.34,504.213
valencienni,jamaica,twig,76.75,21.28,436.301
valencienni,jamaica,twig,76.98,21.65,429.843
valencienni,jamaica,twig,77.28,21.79,416.239
valencienni,jamaica,twig,77.49,21.63,429.459
valencienni,jamaica,twig,77.78,23.09,528.694
valencienni,jamaica,twig,78.5,23.4,456.334
valencienni,jamaica,twig,78.87,22.92,503.858
valencienni,jamaica,twig,79.4,23.57,614.138
valencienni,jamaica,twig,80.23,23.34,555.098
valencienni,jamaica,twig,81.47,23.66,523.251
valencienni,jamaica,twig,81.52,23.51,331.219
valencienni,jamaica,twig,82.03,24.26,439.833
